idedomuny;NomMun;pob_total;pob_hombres;pob_mujeres
2020880;SAN JUAN MIXTEPEC DTO 8;9688;4788;4900
2020980;SAN JUAN MIXTEPEC DTO 26;1576;733;843
2021080;SAN JUAN NUMI;3117;1543;1574
2021180;SAN JUAN OZOLOTEPEC;2310;1124;1186
2021280;SAN JUAN PETLAPA;1701;852;849
2021380;SAN JUAN QUIAHIJE;2067;1019;1048
2021480;SAN JUAN QUIOTEPEC;2837;1432;1405
2021580;SAN JUAN SAYULTEPEC;889;431;458
2021680;SAN JUAN TABAA;1110;562;548
2021780;SAN JUAN TAMAZOLA;3582;1777;1805
2021880;SAN JUAN TEITA;741;389;352
2021980;SAN JUAN TEITIPAC;4219;2022;2197
2022080;SAN JUAN TEPEUXILA;3757;1913;1844
2022180;SAN JUAN TEPOSCOLULA;2175;1078;1097
2022280;SAN JUAN YAE;1663;790;873
2022380;SAN JUAN YATZONA;658;316;342
2022480;SAN JUAN YUCUITA;1091;537;554
2022580;SAN LORENZO;4178;2039;2139
2022680;SAN LORENZO ALBARRADAS;2648;1388;1260
2022780;SAN LORENZO CACAOTEPEC;5556;2801;2755
2022880;SAN LORENZO CUAUNECUILTITLA;763;344;419
2022980;SAN LORENZO TEXMELUCAN;3147;1530;1617
2023080;SAN LORENZO VICTORIA;1162;572;590
2023180;SAN LUCAS CAMOTLAN;2735;1523;1212
2023280;SAN LUCAS OJITLAN;24370;12146;12224
2023380;SAN LUCAS QUIAVINI;2127;1052;1075
2023480;SAN LUCAS ZOQUIAPAM;6490;3208;3282
2023580;SAN LUIS AMATLAN;2511;1223;1288
2023680;SAN MARCIAL OZOLOTEPEC;1345;699;646
2023780;SAN MARCOS ARTEAGA;1761;849;912
2023880;SAN MARTIN DE LOS CANSECO;1049;544;505
2023980;SAN MARTIN HUAMELULPAM;1190;549;641
2024080;SAN MARTIN ITUNYOSO;2187;1076;1111
2024180;SAN MARTIN LACHILA;1281;621;660
2024280;SAN MARTIN LAS PERAS;6239;3139;3100
2024380;SAN MARTIN TILCAJETE;1754;917;837
2024480;SAN MARTIN TOXPALAN;2371;1182;1189
2024580;SAN MARTIN ZACATEPEC;1544;788;756
2024680;SAN MATEO CAJONOS;955;461;494
2024780;SAN MATEO CAPULALPAM;1387;635;752
2024880;SAN MATEO DEL MAR;6848;3505;3343
2024980;SAN MATEO ELOXOCHITLAN;2849;1438;1411
2025080;SAN MATEO ETLATONGO;1384;682;702
2025180;SAN MATEO NEJAPAM;1028;512;516
2025280;SAN MATEO PEÑASCO;1813;946;867
2025380;SAN MATEO PIÑAS;4073;2031;2042
2025480;SAN MATEO RIO HONDO;3047;1482;1565
2025580;SAN MATEO SINDIHUI;1439;728;711
2025680;SAN MATEO TLAPILTEPEC;362;169;193
2025780;SAN MELCHOR BETAZA;1310;644;666
2025880;SAN MIGUEL ACHIUTLA;1320;651;669
2025980;SAN MIGUEL AHUEHUETITLAN;1749;852;897
2026080;SAN MIGUEL ALOAPAM;1841;931;910
2026180;SAN MIGUEL AMATITLAN;4996;2483;2513
2026280;SAN MIGUEL AMATLAN;1187;619;568
2026380;SAN MIGUEL COATLAN;1608;803;805
2026480;SAN MIGUEL CHICAHUA;2031;1016;1015
2026580;SAN MIGUEL CHIMALAPA;4588;2324;2264
2026680;SAN MIGUEL DEL PUERTO;5581;2879;2702
2026780;SAN MIGUEL DEL RIO;520;252;268
2026880;SAN MIGUEL EJUTLA;627;298;329
2026980;SAN MIGUEL EL GRANDE;3848;1892;1956
2027080;SAN MIGUEL HUAUTLA;1606;773;833
2027180;SAN MIGUEL MIXTEPEC;1293;697;596
2027280;SAN MIGUEL PANIXTLAHUACA;2788;1379;1409
2027380;SAN MIGUEL PERAS;2464;1275;1189
2027480;SAN MIGUEL PIEDRAS;1214;581;633
2027580;SAN MIGUEL QUETZALTEPEC;4273;2141;2132
2027680;SAN MIGUEL SANTA FLOR;1224;609;615
2027780;SAN  IGUEL SOLA DE VEGA;8145;3958;4187
2027880;SAN MIGUEL SOYALTEPEC;23924;12057;11867
2027980;SAN MIGUEL SUCHIXTEPEC;1656;808;848
2028080;SAN MIGUEL TALEA DE CASTRO;2783;1355;1428
2028180;SAN MIGUEL TECOMATLAN;438;219;219
2028280;SAN MIGUEL TENANGO;1428;741;687
2028380;SAN MIGUEL TEQUIXTEPEC;943;464;479
2028480;SAN MIGUEL TILQUIAPAM;2960;1496;1464
2028580;SAN MIGUEL TLACAMAMA;2781;1353;1428
2028680;SAN MIGUEL TLACOTEPEC;3056;1542;1514
2028780;SAN MIGUEL TULANCINGO;771;341;430
2028880;SAN MIGUEL YOTAO;444;216;228
2028980;SAN NICOLAS;1179;578;601
2029080;SAN NICOLAS HIDALGO;930;476;454
2029180;SAN PABLO COATLAN;2572;1252;1320
2029280;SAN PABLO CUATRO VENADOS;1001;525;476
2029380;SAN PABLO ETLA;3461;1714;1747
2029480;SAN PABLO HUITZO;4903;2401;2502
2029580;SAN PABLO HUIXTEPEC;6292;3075;3217
2029680;SAN PABLO MACUILTIANGUIS;1891;980;911
2029780;SAN PABLO TIJALTEPEC;1433;729;704
2029880;SAN PABLO VILLA DE MITLA;7259;3598;3661
2029980;SAN PABLO YAGANIZA;1163;567;596
2030080;SAN PEDRO AMUZGOS;3378;1672;1706
2030180;SAN PEDRO APOSTOL;2273;1073;1200
2030280;SAN PEDRO ATOYAC;3126;1567;1559
2030380;SAN PEDRO CAJONOS;1346;602;744
2030480;SAN PEDRO CANTAROS COXCALTEPEC;1335;650;685
2030580;SAN PEDRO COMITANCILLO;2740;1312;1428
2030680;SAN PEDRO EL ALTO;2487;1312;1175
2030780;SAN PEDRO HUAMELULA;9238;4642;4596
2030880;SAN PEDRO HUILOTEPEC;1966;992;974
2030980;SAN PEDRO IXCATLAN;8170;4081;4089
2031080;SAN PEDRO IXTLAHUACA;2132;1075;1057
2031180;SAN PEDRO JALTEPETONGO;1025;506;519
2031280;SAN PEDRO JICAYAN;7923;3971;3952
2031380;SAN PEDRO JOCOTIPAC;1410;635;775
2031480;SAN PEDRO JUCHATENGO;1560;771;789
2031580;SAN PEDRO MARTIR;2225;1100;1125
2031680;SAN PEDRO MARTIR QUIECHAPA;703;348;355
2031780;SAN PEDRO MARTIR YUCUXACO;1679;819;860
2031880;SAN PEDRO MIXTEPEC;14000;7014;6986
2031980;SAN PEDRO MIXTEPEC;1412;697;715
2032080;SAN PEDRO MOLINOS;693;313;380
2032180;SAN PEDRO NOPALA;1242;623;619
2032280;SAN PEDRO OCOPETATILLO;932;436;496
2032380;SAN PEDRO OCOTEPEC;1591;833;758
2032480;SAN PEDRO POCHUTLA;17692;9175;8517
2032580;SAN PEDRO QUIATONI;7122;3580;3542
2032680;SAN PEDRO SOCHIAPAM;3414;1685;1729
2032780;SAN PEDRO TAPANATEPEC;8158;4098;4060
2032880;SAN PEDRO TAVICHE;732;332;400
2032980;SAN PEDRO TEOZACOALCO;1548;776;772
2033080;SAN PEDRO TEUTILA;3512;1809;1703
2033180;SAN PEDRO TIDAA;1388;675;713
2033280;SAN PEDRO TOPILTEPEC;851;432;419
2033380;SAN PEDRO TOTOLAPAM;3266;1592;1674
2033480;SAN PEDRO TUTUTEPEC;25758;12989;12769
2033580;SAN PEDRO YANERI;601;319;282
2033680;SAN PEDRO YOLOX;1647;800;847
2033780;SAN PEDRO Y SAN PABLO AYUTLA;3998;1895;2103
2033880;SAN PEDRO Y SAN PABLO ETLA;4071;1928;2143
2033980;SAN PEDRO Y SAN PABLO TEPOSCOLULA;3348;1672;1676
2034080;SAN PEDRO Y SAN PABLO TEQUIXTEPEC;3469;1624;1845
2034180;SAN PEDRO YUCUNAMA;402;186;216
2034280;SAN RAYMUNDO JALPAM;1173;579;594
2034380;SAN SEBASTIAN ABASOLO;1908;958;950
2034480;SAN SEBASTIAN COATLAN;1941;970;971
2034580;SAN SEBASTIAN IXCAPA;3663;1801;1862
2034680;SAN SEBASTIAN NICANANDUTA;1409;677;732
2034780;SAN SEBASTIAN RIO HONDO;2339;1210;1129
2034880;SAN SEBASTIAN TECOMAXTLAHUACAN;7487;3707;3780
2034980;SAN SEBASTIAN TEITIPAC;2368;1177;1191
2035080;SAN SEBASTIAN TUTLA;1941;995;946
2035180;SAN SIMON ALMOLONGAS;1555;769;786
2035280;SAN SIMON ZAHUATLAN;767;360;407
2035380;SANTA ANA;3820;1875;1945
2035480;SANTA ANA ATEIXTLAHUACA;;;
2035580;SANTA ANA CUAUHTEMOC;;;
2035680;SANTA ANA DEL VALLE;2147;1065;1082
2035780;SANTA ANA TAVELA;1388;687;701
2035880;SANTA ANA TLAPACOYAN;;;
2035980;SANTA ANA YARENI;1444;738;706
2036080;SANTA ANA ZEGACHE;2972;1492;1480
2036180;SANTA CATALINA QUIERI;1009;479;530
2036280;SANTA CATARINA CUIXTLA;2324;1134;1190
2036380;SANTA CATARINA IXTEPEJI;2397;1221;1176
2036480;SANTA CATARINA JUQUILA;7485;3687;3798
2036580;SANTA CATARINA LACHATAO;2200;1091;1109
2036680;SANTA CATARINA LOXICHA;3194;1605;1589
2036780;SANTA CATARINA MECHOACAN ;3516;1722;1794
2036880;SANTA CATARINA MINAS;1332;686;646
2036980;SANTA CATARINA QUIANE;1807;935;872
2037080;SANTA CATARINA TAYATA;864;444;420
2037180;SANTA CATARINA TICUA;671;341;330
2037280;SANTA CATARINA YOSONOTU;387;261;126
2037380;SANTA CATARINA ZAPOQUILA;1335;647;688
2037480;SANTA CRUZ ACATEPEC;1092;549;543
2037580;SANTA CRUZ AMILPAS;766;388;378
2037680;SANTA CRUZ DE BRAVO;819;412;407
2037780;SANTA CRUZ ITUNDUJIA;5946;2867;3079
2037880;SANTA CRUZ MIXTEPEC;3469;1741;1728
2037980;SANTA CRUZ NUNDACO;1167;609;558
2038080;SANTA CRUZ PAPALUTLA;2077;1016;1061
2038180;SANTA CRUZ TACACHE DE MINA;2166;1102;1064
2038280;SANTA CRUZ TACAHUA;657;508;149
2038380;SANTA CRUZ TAYATA;560;281;279
2038480;SANTA CRUZ XITLA;2210;1143;1067
2038580;SANTA CRUZ XOXOCOTLAN;9863;4903;4960
2038680;SANTA CRUZ ZENZONTEPEC;6501;3273;3228
2038780;SANTA GERTRUDIS;3850;1910;1940
2038880;SANTA INES DEL MONTE;1811;904;907
2038980;SANTA INES YATZECHE;1291;645;646
2039080;SANTA LUCIA DEL CAMINO;8763;4407;4356
2039180;SANTA LUCIA MIAHUATLAN;881;451;430
2039280;SANTA LUCIA MONTEVERDE;5079;2504;2575
2039380;SANTA LUCIA OCOTLAN;2177;1070;1107
2039480;SANTA MARIA ALOTEPEC;2672;1323;1349
2039580;SANTA MARIA APASCO;3264;1666;1598
2039680;SANTA MARIA LA ASUNCION;2603;1226;1377
2039780;HEROICA CIUDAD DE TLAXIACO;14188;6914;7274
2039880;SANTA MARIA AYOQUEZCO DE ALDAMA;4890;2449;2441
2039980;SANTA MARIA AZOMPA;4507;2228;2279
2040080;SANTA MARIA CAMOTLAN;1706;844;862
2040180;SANTA MARIA COLOTEPEC;5829;2986;2843
2040280;SANTA MARIA CORTIJOS;1274;646;628
2040380;SANTA MARIA COYOTEPEC;849;430;419
2040480;SANTA MARIA CHACHOAPAM;1274;643;631
2040580;SANTA MARIA CHILAPA DE DIAZ;1992;902;1090
2040680;SANTA MARIA CHILCHOTLA;9074;4602;4472
2040780;SANTA MARIA CHIMALAPA;3057;1528;1529
2040880;SANTA MARIA DEL ROSARIO;464;204;260
2040980;SANTA MARIA DEL TULE;2054;1022;1032
2041080;SANTA MARIA ECATEPEC;3410;1695;1715
2041180;SANTA MARIA GUELAXE;645;318;327
2041280;SANTA MARIA GUIENAGATI;2466;1245;1221
2041380;SANTA MARIA HUATULCO;6760;3493;3267
2041480;SANTA MARIA HUAZOLOTITLAN;10285;5087;5198
2041580;SANTA MARIA PALAPA;3334;1729;1605
2041680;SANTA MARIA XCATLAN;941;433;508
2041780;SANTA MARIA JACATEPEC;5975;3042;2933
2041880;SANTA MARIA JALAPA DEL MARQUEZ;7892;3923;3969
2041980;SANTA MARIA JALTIANGUIS;1338;634;704
2042080;SANTA MARIA LACHIXIO;596;278;318
2042180;SANTA MARIA MIXTEQUILLA;2275;1076;1199
2042280;SANTA MARIA NATIVITAS;1102;486;616
2042380;SANTA MARIA NDUAYACO;1393;689;704
2042480;SANTA MARIA OZOLOTEPEC;3091;1561;1530
2042580;SANTA MARIA PAPALO;1926;968;958
2042680;SANTA MARIA PEÑOLES;5977;2988;2989
2042780;SANTA MARIA PETAPA;3965;2065;1900
2042880;SANTA MARIA QUIEGOLANI;1861;906;955
2042980;SANTA MARIA SOLA;1822;917;905
2043080;SANTA MARIA TATALTEPEC;728;368;360
2043180;SANTA MARIA TECOMAVACA;2156;1078;1078
2043280;SANTA MARIA TEMAXCALAPA;827;413;414
2043380;SANTA MARIA TEMAXCALTEPEC;1434;690;744
2043480;SANTA MARIA TEOPOXCO;2130;1103;1027
2043580;SANTA MARIA TEPANTLALI;1163;597;566
2043680;SANTA MARIA TEXCATITLAN;138;587;551
2043780;SANTA MARIA TLAHUITOLTEPEC;6674;3302;3372
2043880;SANTA MARIA TLALIXTAC;1291;641;650
2043980;SANTA MARIA TONAMECA;9999;5105;4894
2044080;SANTA MARIA TOTOLAPILLA;1276;671;605
2044180;SANTA MARIA XADANI;2810;1358;1452
2044280;SANTA MARIA YALINA;667;328;339
2044380;SANTA MARIA YAVESIA;829;394;435
2044480;SANTA MARIA YOLOTEPEC;615;288;327
2044580;SANTA MARIA YOSOYUA;1186;587;599
2044680;SANTA MARIA YUCUHITI;4735;2362;2373
2044780;SANTA MARIA ZACATEPEC;13170;6597;6573
2044880;SANTA MARIA ZANIZA;765;405;360
2044980;SANTA MARIA ZOQUITLAN;4016;1972;2044
2045080;SANTIAGO AMOLTEPEC;5213;2631;2582
2045180;SANTIAGO APOALA;2732;1342;1390
2045280;SANTIAGO APOSTOL;3782;1879;1903
2045380;SANTIAGO ASTATA;2319;1134;1185
2045480;SANTIAGO ATITLAN;1342;705;637
2045580;SANTIAGO AYUQUILILLA;1995;1052;943
2045680;SANTIAGO CACALOXTEPEC;1987;980;1007
2045780;SANTIAGO CAMOTLAN;1951;1052;899
2045880;SANTIAGO COMALTEPEC;2096;1021;1075
2045980;SANTIAGO CHAZUMBA;6536;3131;3405
2046080;SANTIAGO CHOAPAM;3430;1725;1705
2046180;SANTIAGO DEL RIO;1372;690;682
2046280;SANTIAGO HUAJOLOTITLAN;4089;2044;2045
2046380;SANTIAGO HUAUCLILLA;1423;709;714
2046480;SANTIAGO IGUITLAN PLUMAS;883;428;455
2046580;SANTIAGO IXCUINTEPEC;950;483;467
2046680;SANTIAGO IXTAYUTLA;5891;2988;2903
2046780;SANTIAGO JAMILTEPEC;15385;7721;7664
2046880;SANTIAGO JOCOTEPEC;7298;3644;3654
2046980;SANTIAGO JUXTLAHUACA;20022;10013;10009
2047080;SANTIAGO LACHIGUIRI;5669;2871;2798
2047180;SANTIAGO LALOPA;615;299;316
2047280;SANTIAGO LAOLLAGA;2481;1179;1302
2047380;SANTIAGO LAXOPA;1706;851;855
2047480;SANTIAGO LLANO GRANDE;3206;1595;1611
2047580;SANTIAGO MATATLAN;6793;3351;3442
2047680;SANTIAGO MILTEPEC;630;299;331
2047780;SANTIAGO MINAS;1410;731;679
2047880;SANTIAGO NACALTEPEC;3454;1766;1688
2047980;SANTIAGO NEJAPILLA;419;211;208
2048080;SANTIAGO NUNDICHI;1098;541;557
2048180;SANTIAGO NUYOO;2431;1179;1252
2048280;SANTIAGO PINOTEPA NACIONAL;31705;16084;15621
2048380;SANTIAGO SUCHILQUITONGO;4289;2159;2130
2048480;SANTIAGO TAMAZOLA;3210;1584;1626
2048580;SANTIAGO TAPEXTLA;3681;1962;1719
2048680;SANTIAGO TEJUPAM;2215;1086;1129
2048780;SANTIAGO TENANGO;1997;1014;983
2048880;SANTIAGO TEPETLAPA;275;126;149
2048980;SANTIAGO TETEPEC;3948;2028;1920
2049080;SANTIAGO TEXCALCINGO;2449;1178;1271
2049180;SANTIAGO TEXTITLAN;1840;927;913
2049280;SANTIAGO TILANTONGO;3651;1841;1810
2049380;SANTIAGO TILLO;694;367;327
2049480;SANTIAGO TLAZOYALTEPEC;3867;1960;1907
2049580;SANTIAGO XANICA;3273;1659;1614
2049680;SANTIAGO XIACUI;2309;1142;1167
2049780;SANTIAGO YAITEPEC;1264;618;646
2049880;SANTIAGO YAVEO;5970;3035;2935
2049980;SANTIAGO YOLOMECATL;1660;782;878
2050080;SANTIAGO YOSONDUA;8380;4413;3967
2050180;SANTIAGO YUCUYACHI;1920;938;982
2050280;SANTIAGO ZACATEPEC;3348;1671;1677
2050380;SANTIAGO ZOOCHILA;468;230;238
2050480;NUEVO ZOQUIAPAM;1201;622;579
2050580;SANTO DOMINGO;7106;3602;3504
2050680;SANTO DOMINGO ALBARRADAS;1541;790;751
2050780;SANTO DOMINGO ARMENTA;1198;668;530
2050880;SANTO DOMINGO CHIHUITAN;1248;604;644
2050980;SANTO DOMINGO DE MORELOS;4068;2272;1796
2051080;SANTO DOMINGO IXCATLAN;941;456;485
2051180;SANTO DOMINGO NUXAA;3048;1511;1537
2051280;SANTO DOMINGO OZOLOTEPEC;1218;630;588
2051380;SANTO DOMINGO PETAPA;4984;2491;2493
2051480;SANTO DOMINGO ROAYAGA;801;411;390
2051580;SANTO DOMINGO TEHUANTEPEC;28443;14011;14432
2051680;SANTO DOMINGO TEOJOMULCO;2718;1342;1376
2051780;SANTO DOMIGO TEPUXTEPEC;1222;627;595
2051880;SANTO DOMINGO TLATAYAPAM;476;245;231
2051980;SANTO DOMINGO TOMALTEPEC;1760;887;873
2052080;SANTO DOMINGO TONALA;5560;2743;2817
2052180;SANTO DOMINGO TONALTEPEC;515;228;287
2052280;SANTO DOMINGO XAGACIA;1252;621;631
2052380;SANTO DOMINGO YANHUITLAN;3687;1732;1955
2052480;SANTO DOMINGO YODOHINO;852;420;432
2052580;SANTO DOMINGO ZANATEPEC;6042;3021;3021
2052680;SANTOS REYES NOPALA;8802;4453;4349
2052780;SANTOS REYES PAPALO;2211;1179;1032
2052880;SANTOS REYES TEPEJILLO;1125;566;559
2052980;SANTOS REYES YUCUNA;1228;578;650
2053080;SANTO TOMAS JALIEZA;2209;1108;1101
2053180;SANTO TOMAS MAZALTEPEC;1823;917;906
2053280;SANTO TOMAS OCOTEPEC;4031;2147;1884
2053380;SANTO TOMAS TAMAZULAPA;1718;829;889
2053480;SAN VICENTE COATLAN;2911;1430;1481
2053580;SAN VICENTE LA CHIXIO;1472;717;755
2053680;SAN VICENTE NUÑU;859;425;434
2053780;SILACAYOAPAM;10982;5431;5551
2053880;SITIO DE XITLAPEHUA;615;301;314
2053980;SOLEDAD ETLA;2936;1467;1469
2054080;TAMAZULAPAM DEL PROGRESO;4584;2144;2440
2054180;TANETZE DE ZARAGOZA;1772;867;905
2054280;TANICHE;1289;657;632
2054380;TATALTEPEC DE VALDES;3700;1870;1830
2054480;TEOCOCUILCO DE MARCOS PEREZ;1756;880;876
2054580;TEOTITLAN DEL CAMINO;5602;2779;2823
2054680;TEOTITLAN DEL VALLE;4105;2124;1981
2054780;TEOTONGO;1141;529;612
2054880;TEPELMEME VILLA DE MORELOS;1916;909;1007
2054980;TEZOATLAN DE SEGURA Y LUNA;11507;5523;5984
2055080;TLACOCHAHUAYA DE MORELOS;4249;2062;2187
2055180;TLACOLULA DE MATAMOROS;11326;5559;5767
2055280;TLACOTEPEC PLUMAS;893;427;466
2055380;TLALIXTAC DE CABRERA;3270;1659;1611
2055480;TOTONTEPEC VILLA DE MORELOS;5164;2530;2634
2055580;TRINIDAD DE ZAACHILA;2609;1296;1313
2055680;TRINIDAD VISTA HERMOSA LA;682;334;348
2055780;UNION HIDALGO;13537;6570;6967
2055880;VALERIO TRUJANO;2097;954;1143
2055980;SAN JUAN BAUTISTA VALLE NACIONAL;13814;6980;6834
2056080;VILLA DIAZ ORDAZ;4881;2468;2413
2056180;YAXE;1488;754;734
2056280;YODOCONO DE PORFIRIO DIAZ;1095;522;573
2056380;YOGANA;1716;860;856
2056480;YUTANDUCHI DE GUERRERO;1375;658;717
2056580;ZAACHILA;9645;4683;4962
2056680;ZAPOTITLAN DEL RIO;2638;1294;1344
2056780;ZAPOTITLAN LAGUNAS;3349;1602;1747
2056880;ZAPOTITLAN PALMAS;1454;709;745
2056980;ZARAGOZA;2309;1098;1211
2057080;ZIMATLAN DE VALDEZ;12252;6038;6214
2100180;ACAJETE;33975;17007;16968
2100280;ACATENO;7969;4069;3900
2100380;ACATLAN;27027;13186;13841
2100480;ACATZINGO;23956;11976;11980
2100580;ACTEOPAN;2547;1278;1269
2100680;AHUACATLAN;9101;4382;4719
2100780;AHUATLAN;3788;1898;1890
2100880;AHUAZOTEPEC;6826;3410;3416
2100980;AHUEHUETITLA;2797;1331;1466
2101080;AJALPAN;26789;13663;13126
2101180;ALBINO ZARTUCHE;1694;844;850
2101280;ALJOJUCA;5989;2945;3044
2101380;ALTEPEXI;9928;4840;5088
2101480;AMIXTLAN;3482;1723;1759
2101580;AMOZOC;23406;11681;11725
2101680;AQUIXTLA;6632;3325;3307
2101780;ATEMPAN;8172;4094;4078
2101880;ATEXCAL;3042;1473;1569
2101980;ATLIXCO;91660;44533;47127
2102080;ATOYATEMPAN;4085;2018;2067
2102180;ATZALA;1079;557;522
2102280;ATZITZIHUACAN;9924;4924;5000
2102380;ATZITZINTLA;5418;2779;2639
2102480;AXUTLA;2141;1023;1118
2102580;AYOTOXCO DE GUERRERO;4781;2396;2385
2102680;CALPAN;11114;5566;5548
2102780;CALTEPEC;5262;2612;2650
2102880;CAMOCUAUTLA;1082;534;548
2102980;CAXHUACAN;2266;1143;1123
2103080;COATEPEC;993;504;489
2103180;COATZINGO;4048;1927;2121
2103280;COHETZALA;2941;1476;1465
2103380;COHUECAN;3240;1606;1634
2103480;CORONANGO;15627;7955;7672
2103580;COXCATLAN;13884;6806;7078
2103680;COYOMEAPAN;9236;4506;4730
2103780;COYOTEPEC;2925;1434;1491
2103880;CUAPIAXTLA DE MADERO;4076;2047;2029
2103980;CUAUTEMPAN;6302;3154;3148
2104080;CUAUTINCHAN;3813;1929;1884
2104180;CUAUTLANCINGO;18768;9249;9519
2104280;CUAYUCA;4674;2283;2391
2104380;CUETZALAN DEL PROGRESO;28877;14421;14456
2104480;CUYOACO;11667;5790;5877
2104580;CHALCHICOMULA DE SESMA;31146;15405;15741
2104680;CHAPULCO;3057;1488;1569
2104780;CHIAUTLA;21964;10749;11215
2104880;CHIAUTZINGO;13286;6654;6632
2104980;CHICONCUAUTLA;7856;3847;4009
2105080;CHICHIQUILA;10931;5488;5443
2105180;CHIETLA;34648;17123;17525
2105280;CHIGMECATITLAN;1586;731;855
2105380;CHIGNAHUAPAN;33712;17101;16611
2105480;CHIGNAUTLA;6732;3456;3276
2105580;CHILA;4506;2249;2257
2105680;CHILA DE LA SAL;2454;1191;1263
2105780;CHILA HONEY;5995;2997;2998
2105880;CHILCHOTLA;10782;5545;5237
2105980;CHINANTLA;3837;1902;1935
2106080;DOMINGO ARENAS;3849;1886;1963
2106180;ELOXOCHITLAN;5875;2967;2908
2106280;EPATLAN;4070;2011;2059
2106380;ESPERANZA;9534;4894;4640
2106480;FRANCISCO Z. MENA;15676;7818;7858
2106580;GENERAL FELIPE ANGELES;11063;5492;5571
2106680;GUADALUPE ;6398;3136;3262
2106780;GUADALUPE VICTORIA;10419;5176;5243
2106880;HERMENEGILDO GALEANA;5620;2916;2704
2106980;HUAQUECHULA;24139;11936;12203
2107080;HUATLATLAUCA;8285;4045;4240
2107180;HUAUCHINANGO;49614;24038;25576
2107280;HUEHUETLA;12290;6167;6123
2107380;HUEHUETLAN EL CHICO;7935;3903;4032
2107480;HUEJOTZINGO;31997;15851;16146
2107580;HUEYAPAN;5881;2995;2886
2107680;HUEYTAMALCO;18625;9532;9093
2107780;HUEYTLALPAN;2307;1224;1083
2107880;HUITZILAN DE SERDAN;7582;3885;3697
2107980;HUITZILTEPEC;3382;1687;1695
2108080;IGNACIO ALLENDE;1561;782;779
2108180;IXCAMILPA DE GUERRERO;3969;2024;1945
2108280;IXCAQUIXTLA;5807;2850;2957
2108380;IXTACAMAXTITLAN;26827;13672;13155
2108480;IXTEPEC;4218;2094;2124
2108580;IZUCAR DE MATAMOROS;57941;28443;29498
2108680;JALPAN;7964;4081;3883
2108780;JOLALPAN;9665;4799;4866
2108880;JONOTLA;3638;1840;1798
2108980;JOPALA;7926;3999;3927
2109080;JUAN C BONILLA;10399;5240;5159
2109180;JUAN GALINDO;6949;3272;3677
2109280;JUAN N MENDEZ;5122;2564;2558
2109380;LAFRAGUA;9843;4998;4845
2109480;LIBRES;17313;8562;8751
2109580;MAGDALENA TLATLAUQUITEPEC LA;375;189;186
2109680;MAZAPILTEPEC DE JUAREZ;1919;980;939
2109780;MIXTLA;1680;824;856
2109880;MOLCAXAC;5490;2722;2768
2109980;MORELOS CAÑADA;11638;5796;5842
2110080;NAUPAN;7585;3754;3831
2110180;NAUZONTLA;3551;1751;1800
2110280;NEALTICAN;6850;3413;3437
2110380;NICOLAS BRAVO;3807;1921;1886
2110480;NOPALUCAN;13635;6859;6776
2110580;OCOTEPEC;4721;2448;2273
2110680;OCOYUCAN;13783;6814;6969
2110780;OLINTLA;10575;5258;5317
2110880;ORIENTAL;10216;5034;5182
2110980;PAHUATLAN;13350;6669;6681
2111080;PALMAR DE BRAVO;20298;10059;10239
2111180;PANTEPEC;12511;6273;6238
2111280;PETLALCINGO;6722;3368;3354
2111380;PIAXTLA;6946;3403;3543
2111480;PUEBLA;835759;400639;435120
2111580;QUECHOLAC ;23683;11837;11846
2111680;QUIMIXTLAN;12704;6482;6222
2111780;RAFAEL LARA GRAJALES;8240;4005;4235
2111880;REYES DE JUAREZ LOS;11095;5548;5547
2111980;SAN ANDRES CHOLULA;26032;13082;12950
2112080;SAN ANTONIO CAÑADA;2741;1341;1400
2112180;SAN DIEGO LA MESA TOCHIMILTZINGO;1139;597;542
2112280;SAN FELIPE TEOTLALCINGO;6846;3532;3314
2112380;SAN FELIPE TEPATLAN;3993;2006;1987
2112480;SAN GABRIEL CHILAC;9997;4813;5184
2112580;SAN GREGORIO ATZOMPA;4548;2304;2244
2112680;SAN JERONIMO TECUANIPA;3727;1879;1848
2112780;SAN JERONIMO XAYACATLAN;4503;2227;2276
2112880;SAN JOSE CHIAPA;4494;2262;2232
2112980;SAN JOSE MIAHUATLAN;8637;4363;4274
2113080;SAN JUAN ATENCO;3817;1863;1954
2113180;SAN JUAN ATZOMPA;487;241;246
2113280;SAN MARTIN TEXMELUCAN;79504;39154;40350
2113380;SAN MARTIN TOTOLTEPEC;691;349;342
2113480;SAN MATIAS TLALANCALECA;11094;5677;5417
2113580;SAN MIGUEL IXITLAN;850;392;458
2113680;SAN MIGUEL XOXTLA;6272;3121;3151
2113780;SAN NICOLAS DE BUENOS AIRES;5977;3081;2896
2113880;SAN NICOLAS LOS RANCHOS;10400;5293;5107
2113980;SAN PABLO AMICANO;3480;1781;1699
2114080;SAN PEDRO CHOLULA;57498;28298;29200
2114180;SAN PEDRO YELOIXTLAHUACAN;3306;1706;1600
2114280;SAN SALVADOR EL SECO;17660;8917;8743
2114380;SAN SALVADOR EL VERDE;13661;6897;6764
2114480;SAN SALVADOR HUIXCOLOTLA;6045;3036;3009
2114580;SAN SEBASTIAN TLACOTEPEC;9454;4734;4720
2114680;SANTA CATARINA TLALTEMPAN;1258;631;627
2114780;SANTA INES AHUATEMPAN;5259;2608;2651
2114880;SANTA ISABEL CHOLULA;5526;2758;2768
