idedomun;gini
28021;0.402
28022;0.39
28023;0.396
28024;0.46
28025;0.409
28026;0.322
28027;0.375
28028;0.341
28029;0.448
28030;0.395
28031;0.343
28032;0.362
28033;0.393
28034;0.323
28035;0.385
28036;0.297
28037;0.394
28038;0.402
28039;0.429
28040;0.405
28041;0.419
28042;0.347
28043;0.393
29001;0.415
29002;0.444
29003;0.321
29004;0.319
29005;0.448
29006;0.377
29007;0.354
29008;0.312
29009;0.406
29010;0.391
29011;0.35
29012;0.329
29013;0.43
29014;0.355
29015;0.383
29016;0.413
29017;0.38
29018;0.382
29019;0.405
29020;0.335
29021;0.352
29022;0.364
29023;0.381
29024;0.446
29025;0.381
29026;0.391
29027;0.368
29028;0.373
29029;0.366
29030;0.314
29031;0.374
29032;0.363
29033;0.479
29034;0.359
29035;0.349
29036;0.467
29037;0.354
29038;0.42
29039;0.365
29040;0.37
29041;0.41
29042;0.38
29043;0.45
29044;0.378
29045;0.389
29046;0.284
29047;0.322
29048;0.388
29049;0.408
29050;0.359
29051;0.407
29052;0.361
29053;0.415
29054;0.42
29055;0.38
29056;0.432
29057;0.393
29058;0.382
29059;0.351
29060;0.362
30001;0.384
30002;0.298
30003;0.368
30004;0.376
30005;0.334
30006;0.386
30007;0.357
30008;0.377
30009;0.375
30010;0.387
30011;0.378
30012;0.365
30013;0.412
30014;0.384
30015;0.415
30016;0.352
30017;0.325
30018;0.317
30019;0.315
30020;0.316
30021;0.385
30022;0.407
30023;0.342
30024;0.342
30025;0.313
30026;0.419
30027;0.401
30028;0.454
30029;0.317
30030;0.444
30031;0.322
30032;0.397
30033;0.361
30034;0.414
30035;0.349
30036;0.444
30037;0.324
30038;0.418
30039;0.404
30040;0.419
30041;0.352
30042;0.369
30043;0.322
30044;0.439
30045;0.415
30046;0.341
30047;0.393
30048;0.501
30049;0.394
30050;0.351
30051;0.362
30052;0.358
30053;0.4
30054;0.384
30055;0.36
30056;0.357
30057;0.322
30058;0.413
30059;0.384
30060;0.414
30061;0.422
30062;0.416
30063;0.343
30064;0.32
30065;0.544
30066;0.393
30067;0.333
30068;0.464
30069;0.43
30070;0.343
30071;0.425
30072;0.439
30073;0.42
30074;0.404
30075;0.376
30076;0.344
30077;0.361
30078;0.342
30079;0.297
30080;0.355
30081;0.504
30082;0.405
30083;0.354
30084;0.345
30085;0.397
30086;0.327
30087;0.434
30088;0.331
30089;0.374
30090;0.432
30091;0.447
30092;0.395
30093;0.346
30094;0.391
30095;0.359
30096;0.337
30097;0.357
30098;0.318
30099;0.394
30100;0.363
30101;0.515
30102;0.403
30103;0.345
30104;0.339
30105;0.467
30106;0.323
30107;0.358
30108;0.438
30109;0.418
30110;0.317
30111;0.438
30112;0.397
30113;0.36
30114;0.421
30115;0.432
30116;0.419
30117;0.359
30118;0.428
30119;0.42
30120;0.39
30121;0.432
30122;0.316
30123;0.412
30124;0.449
30125;0.398
30126;0.359
30127;0.35
30128;0.4
30129;0.469
30130;0.408
30131;0.427
30132;0.422
30133;0.431
30134;0.423
30135;0.428
30136;0.367
30137;0.363
30138;0.418
30139;0.375
30140;0.347
30141;0.397
30142;0.374
30143;0.379
30144;0.367
30145;0.439
30146;0.312
30147;0.32
30148;0.365
30149;0.354
30150;0.378
30151;0.403
30152;0.426
30153;0.411
30154;0.361
30155;0.427
30156;0.357
30157;0.368
30158;0.424
30159;0.321
30160;0.394
30161;0.463
30162;0.305
30163;0.321
30164;0.412
30165;0.321
30166;0.313
30167;0.35
30168;0.396
30169;0.376
30170;0.315
30171;0.35
30172;0.394
30173;0.352
30174;0.376
30175;0.425
30176;0.399
30177;0.357
30178;0.437
30179;0.341
30180;0.341
30181;0.41
30182;0.412
30183;0.388
30184;0.309
30185;0.392
30186;0.372
30187;0.315
30188;0.315
30189;0.433
30190;0.357
30191;0.422
30192;0.447
30193;0.433
30194;0.363
30195;0.312
30196;0.411
30197;0.37
30198;0.333
30199;0.352
30200;0.281
30201;0.423
30202;0.323
30203;0.352
30204;0.384
30205;0.431
30206;0.374
30207;0.382
30208;0.342
30209;0.337
30210;0.351
30211;0.377
30212;0.307
31001;0.317
31002;0.354
31003;0.361
31004;0.361
31005;0.314
31006;0.374
31007;0.332
31008;0.305
31009;0.383
31010;0.359
31011;0.391
31012;0.332
31013;0.377
31014;0.327
31015;0.327
31016;0.309
31017;0.321
31018;0.321
31019;0.351
31020;0.353
31021;0.372
31022;0.312
31023;0.351
31024;0.313
31025;0.325
31026;0.35
31027;0.409
31028;0.36
31029;0.421
31030;0.329
31031;0.313
31032;0.375
31033;0.369
31034;0.318
31035;0.387
31036;0.355
31037;0.352
31038;0.349
31039;0.325
31040;0.363
31041;0.355
31042;0.307
31043;0.318
31044;0.307
31045;0.327
31046;0.347
31047;0.373
31048;0.343
31049;0.319
31050;0.416
31051;0.326
31052;0.389
31053;0.433
31054;0.363
31055;0.339
31056;0.385
31057;0.378
31058;0.399
31059;0.374
31060;0.301
31061;0.341
31062;0.358
31063;0.322
31064;0.306
31065;0.404
31066;0.325
31067;0.324
31068;0.34
31069;0.368
31070;0.355
31071;0.391
31072;0.327
31073;0.325
31074;0.334
31075;0.347
31076;0.375
31077;0.318
31078;0.349
31079;0.413
31080;0.329
31081;0.328
31082;0.384
31083;0.354
31084;0.339
31085;0.367
31086;0.335
31087;0.315
31088;0.309
31089;0.376
31090;0.323
31091;0.368
31092;0.315
31093;0.39
31094;0.334
31095;0.371
31096;0.409
31097;0.344
31098;0.355
31099;0.312
31100;0.329
31101;0.379
31102;0.452
31103;0.318
31104;0.335
31105;0.35
31106;0.384
32001;0.344
32002;0.349
32003;0.367
32004;0.379
32005;0.381
32006;0.418
32007;0.44
32008;0.343
32009;0.336
32010;0.44
32011;0.382
32012;0.324
32013;0.357
32014;0.364
32015;0.302
32016;0.342
32017;0.441
32018;0.365
32019;0.418
32020;0.409
32021;0.368
32022;0.374
32023;0.472
32024;0.431
32025;0.387
32026;0.336
32027;0.358
32028;0.398
32029;0.402
32030;0.381
32031;0.385
32032;0.4
32033;0.413
32034;0.421
32035;0.331
32036;0.394
32037;0.353
32038;0.34
32039;0.412
32040;0.336
32041;0.303
32042;0.383
32043;0.332
32044;0.342
32045;0.4
32046;0.393
32047;0.419
32048;0.405
32049;0.425
32050;0.343
32051;0.346
32052;0.382
32053;0.382
32054;0.342
32055;0.363
32056;0.436
32057;0.365
32058;0.385
